,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,runtime
1349,876716,Ciao Alberto,2021-11-12,"['Animation', 'Comedy', 'Family', 'Fantasy']",English,7.5,587,35.57,"With his best friend Luca away at school, Alberto is enjoying his new life in Portorosso working alongside Massimo – the imposing, tattooed, one-armed fisherman of few words – who's quite possibly the coolest human in the entire world as far as Alberto is concerned. He wants more than anything to impress his mentor, but it's easier said than done.",7
1350,674324,The Banshees of Inisherin,2022-10-20,"['Drama', 'Comedy']",English,7.5,1727,43.548,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",114
1351,28609,Dragon Ball Z: Dead Zone,1989-07-15,"['Animation', 'Action', 'Fantasy']",Japanese,6.7,463,33.527,"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.",41
1352,9702,Bound by Honor,1993-02-05,"['Crime', 'Action', 'Drama', 'Thriller']",English,8.1,1055,43.272,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",190
1353,9792,The Hills Have Eyes,2006-03-10,"['Horror', 'Thriller']",English,6.4,2589,29.02,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",107
1354,753232,The Commando,2022-01-07,"['Action', 'Crime', 'Thriller']",English,5.7,106,39.057,"An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals.",93
1355,11674,101 Dalmatians,1996-11-27,"['Family', 'Comedy']",English,5.9,3031,33.267,"An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",103
1356,264660,Ex Machina,2015-01-21,"['Drama', 'Science Fiction']",English,7.6,12068,33.42,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",108
1357,529106,Major Grom: Plague Doctor,2021-04-01,"['Action', 'Adventure']",Russian,6.7,505,35.786,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",136
1358,1271,300,2007-03-07,"['Action', 'Adventure', 'War']",English,7.2,12510,32.071,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",117
1359,893297,American Sicario,2021-12-10,"['Crime', 'Action']",English,6.0,83,35.284,"The story of the rise and fall of the first American-born drug lord in Mexico, this tale of power, money, greed and betrayal amongst rival members of the drug cartels finds American gangster Erik Vasquez scheming to become the top dog in the Mexican underworld, only to find himself making enemies out of both the powerful cartels and his own allies.",90
1360,723419,Mr. Harrigan's Phone,2022-10-05,"['Drama', 'Thriller', 'Horror']",English,6.5,617,35.595,"Craig, a young boy living in a small town befriends an older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away the boy discovers that not everything dead is gone.",105
1361,9399,Lionheart,1990-06-07,['Action'],English,6.5,882,53.256,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",105
1362,197640,Three Swedish Girls in Upper Bavaria,1977-10-07,['Comedy'],German,5.3,5,38.155,"Otto runs a hotel for tourists in Tyrol but has troubles both with the economy and with his wife Olga. After a trip to Stockholm he imports three Swedish blondes who eventually save Otto from disaster, both marital and financial.",93
1363,78428,Erotic Ghost Story II,1991-01-23,['Horror'],Cantonese,5.2,16,39.722,"Wutung a sex demon returns in another body where he falls for the mortal girl Hsiao-yen, but heaven thinks otherwise with the girl being burned at the stake and her soul being incarnated in the just born Fang Yu-yin. Anger fills Wutung, and to stop this vengeance the town near his lair promise to offer him a virgin girl at the end of every month to become his sex slave. Ya-Yin is selected; however her lover rescues her from the clutches of Wutung. So Wutung sends his demon concubine to get her back, and to cause havoc on the village for the interference.",96
1364,68735,Warcraft,2016-05-25,"['Action', 'Adventure', 'Fantasy']",English,6.4,6180,37.147,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",123
1365,22705,Cheeky,2000-01-28,"['Comedy', 'Drama', 'Romance']",Italian,5.5,206,32.489,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira.",91
1366,1043565,Mindcage,2022-12-16,"['Mystery', 'Thriller', 'Crime', 'Drama']",English,7.2,101,31.119,"Detectives Jake Doyle and Mary Kelly seek the help of an incarcerated serial killer named The Artist when a copycat killer strikes. While Mary searches for clues in The Artist's brilliant but twisted psyche, she and Jake are lured into a diabolical game of cat and mouse, racing against time to stay one step ahead of The Artist and his copycat.",107
1367,117263,Olympus Has Fallen,2013-03-20,"['Action', 'Thriller']",English,6.4,6060,37.937,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",120
1368,921353,Wrong Place,2022-07-15,['Thriller'],English,4.4,36,35.374,"A methamphetamine cook hunts down the former police chief of a small town in order to silence him before he can deliver eyewitness testimony against his family, but ultimately finds himself up against more than he had bargained for.",96
1369,76757,Jupiter Ascending,2015-02-04,"['Science Fiction', 'Fantasy', 'Action']",English,5.4,6217,40.219,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",127
1370,896221,Trolls Holiday in Harmony,2021-11-26,"['Animation', 'Fantasy', 'Family']",English,7.2,163,33.757,"Queen Poppy plans the first annual Trolls Kingdom Secret Holiday Gift Swap, but things don't go quite as expected.",30
1371,9297,Monster House,2006-06-30,"['Animation', 'Comedy', 'Family', 'Fantasy']",English,6.7,3505,33.122,"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",91
1372,652,Troy,2004-05-03,"['Adventure', 'History', 'War', 'Action']",English,7.1,9128,40.365,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",163
1373,176,Saw,2004-10-01,"['Horror', 'Mystery', 'Crime']",English,7.4,8033,44.661,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",103
1374,769636,Code Name: Emperor,2022-03-18,"['Drama', 'Thriller']",Spanish,6.1,138,36.753,"Juan, a secret service agent, approaches Wendy, a young Filipina who works as a maid for a suspicious couple.",105
1375,859041,Crazy Fist,2021-05-06,['Action'],Chinese,6.9,52,34.54,"After an opponent dies mid-match, a prominent MMA champion swore never to fight again and retired to run his family's company. But when his best friend dies under suspicious circumstances, he has no choice but to step back in the ring.",97
1376,783461,Looop Lapeta,2022-02-04,"['Action', 'Comedy', 'Crime']",Hindi,6.1,55,33.395,"When her boyfriend loses a mobster's cash, Savi races against the clock to save the day — if only she can break out of a curious cycle of dead ends.",131
1377,55341,Jeepers Creepers 3,2017-09-26,"['Horror', 'Mystery', 'Thriller']",English,4.9,766,40.462,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",100
1378,242582,Nightcrawler,2014-10-23,"['Crime', 'Drama', 'Thriller']",English,7.7,9763,41.221,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",118
1379,13002,Barbie in The 12 Dancing Princesses,2006-09-19,"['Animation', 'Family']",English,7.7,960,32.634,"King Randolph sends for his cousin, Duchess Rowena, to help turn his daughters, Princess Genevieve and her 11 sisters, into better ladies. But the Duchess takes away all the sisters' fun, including their favorite pastime: dancing. Thinking all hope is lost, the sisters find a secret passageway to a magical land where they can dance the night away.",83
1380,588921,AINBO: Spirit of the Amazon,2021-02-09,"['Adventure', 'Animation', 'Family', 'Fantasy']",English,7.1,389,33.453,"An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",84
1381,64690,Drive,2011-09-15,"['Drama', 'Thriller', 'Crime']",English,7.6,11319,34.431,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",100
1382,597922,The Greatest Beer Run Ever,2022-09-30,"['Drama', 'Comedy', 'War', 'History']",English,7.7,491,35.514,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",126
1383,591273,Fear Street: 1994,2021-06-28,"['Mystery', 'Horror']",English,6.7,1897,31.948,"After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",107
1384,600354,The Father,2020-12-23,['Drama'],English,8.2,2582,37.241,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",96
1385,2019,Hard Target,1993-08-20,"['Action', 'Adventure', 'Crime', 'Thriller']",English,6.3,956,37.918,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",97
1386,364689,Ferdinand,2017-12-09,"['Animation', 'Family', 'Adventure', 'Comedy']",English,7.2,2567,30.175,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",108
1387,617653,The Last Duel,2021-10-13,"['Action', 'Drama', 'History']",English,7.5,2759,41.195,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",153
1388,26338,Romance,1999-04-14,"['Drama', 'Romance']",French,5.5,202,37.612,"Although deeply in love with her boyfriend — and indeed sleeping in the same bed with him — a schoolteacher cannot handle the almost complete lack of intimacy he will allow. Increasingly frustrated, she gradually finds her sexual appetites leading her into ever more risky situations, including a developing one with the headmaster.",99
1389,562,Die Hard,1988-07-15,"['Action', 'Thriller']",English,7.8,9886,37.01,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",131
1390,354556,Guardians,2017-02-14,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction', 'Thriller']",Russian,4.9,671,36.165,"During the Cold War, an organization called ""Patriot"" created a super-hero squad, which includes members of multiple soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.",100
1391,481871,Mother's Job,2017-07-27,"['Romance', 'Drama']",Korean,3.8,8,40.904,"A young man falls in love with his friend's mother.  Hyun-woo, who returned to the military, starts a part-time job at a bar in a difficult situation, where he meets Yoo-sun, a woman who captures the hearts of customers with her skillful ways. Then one day, Hyun-woo, who was alone with her, finds himself in a shock with his friends Min-seok and Yoo-sun. When Hyun-woo confesses the truth after a hard time, Yoo-sun asks her to keep her relationship secret. Hyun-woo, who failed to reject Min-seok's proposal to live in his own home, begins a breathtaking cohabitation with Yoo-sun.",79
1392,775996,Outside the Wire,2021-01-15,"['Thriller', 'Action', 'Science Fiction']",English,6.4,1600,29.419,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.",116
1393,533514,Violet Evergarden: The Movie,2020-09-18,"['Animation', 'Fantasy', 'Romance', 'Drama']",Japanese,8.3,317,44.655,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",140
1394,893086,The Good Neighbor,2022-06-17,['Thriller'],English,7.1,89,37.864,"A nightmarish evening unfolds for David, a former New York Times journalist, when he and his strange new neighbor Robert, accidentally hit a girl on her bike. Buzzed and disoriented, David lets Robert convince him to flee the scene and leave the girl for dead, in order to protect his career. Robert shows no remorse, and in the name of friendship he does unspeakable things to protect the secret. Now that the police are full-on hunting for the hit-and-run killer, things begin to spiral out of control when David’s local newspaper sends him to cover the story where he meets the deceased girl’s sister Vanessa. Despite the circumstances, and her deep desire to find her sister’s killer, the two immediately have a romantic connection, which surprises and haunts David, while pushing Robert to take brutal steps to keep his new friend to himself.",97
1395,772,Home Alone 2: Lost in New York,1992-11-19,"['Comedy', 'Family', 'Adventure']",English,6.7,8433,37.534,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",120
1396,506574,Descendants 3,2019-08-02,"['Family', 'TV Movie', 'Music', 'Adventure', 'Fantasy']",English,7.8,1335,35.146,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,106
1397,942951,Snake Island Python,2022-02-24,['Drama'],Chinese,7.5,3,31.515,"A group of people searching for a magical tree in a mysterious jungle, find they are not alone. Something is watching them, waiting for the perfect moment to strike.",77
1398,106909,The School Teacher,1975-07-11,['Comedy'],Italian,5.6,43,41.202,Edwige Fenech plays the sexy private teacher of Franco (Alfredo Pea) who immediately falls madly in love with her. Franco tries and tries to seduce her by faking his own suicide.,89
1399,689700,Clean,2022-01-28,['Crime'],English,6.4,271,37.16,"Tormented by a past life, garbage man Clean attempts a life of quiet redemption. But when his good intentions mark him a target of a local crime boss, Clean is forced to reconcile with the violence of his past.",93
1400,10386,The Iron Giant,1999-08-06,"['Family', 'Animation', 'Science Fiction', 'Drama']",English,7.9,4921,33.271,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",86
1401,78,Blade Runner,1982-06-25,"['Science Fiction', 'Drama', 'Thriller']",English,7.9,12370,44.364,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",118
1402,320288,Dark Phoenix,2019-06-05,"['Fantasy', 'Science Fiction', 'Action', 'Adventure']",English,6.0,5746,37.275,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",114
1403,37724,Skyfall,2012-10-24,"['Action', 'Adventure', 'Thriller']",English,7.2,14206,48.914,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",143
1404,83201,Puss in Boots: The Three Diablos,2012-02-07,"['Adventure', 'Animation', 'Comedy', 'Family']",English,6.5,409,33.112,"Puss in Boots is on a mission to recover the Princess' stolen ruby from the notorious French thief, Whisperer. Reluctantly accompanied by three little kittens, Three Diablos, Puss must tame them before they endanger the mission.",13
1405,329505,Lola's Secret,1984-05-04,"['Drama', 'Comedy']",Italian,3.5,7,56.266,Young man has his dreams come true when the sexy new maid seduces him. But she also has a secret that leads to trouble.,88
1406,1924,Superman,1978-12-13,"['Science Fiction', 'Action', 'Adventure']",English,7.1,3317,29.555,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",143
1407,254470,Pitch Perfect 2,2015-05-07,"['Comedy', 'Music']",English,6.9,5000,41.73,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",115
1408,617882,Soulmate,2023-03-15,"['Drama', 'Romance']",Korean,6.9,10,36.004,"Mi-so and Ha-eun meet in elementary school and quickly become best friends. In high school, Ha-eun meets Jin-woo and starts to have feelings for him, but he starts to have feelings for Mi-so. When they all meet again as adults, they are very different people, but they try to remember what friendship is really about.",124
1409,654974,Home Sweet Home Alone,2021-11-12,"['Comedy', 'Crime', 'Family']",English,5.0,503,36.084,"After being left at home by himself for the holidays, 10-year-old Max Mercer must work to defend his home from a married couple who tries to steal back a valuable heirloom.",93
1410,15512,Monsters vs Aliens,2009-03-19,"['Animation', 'Family', 'Adventure', 'Science Fiction']",English,6.2,4139,32.35,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",94
1411,411088,The Invisible Guest,2017-01-06,"['Drama', 'Mystery', 'Thriller']",Spanish,8.1,4080,28.555,"Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy.",107
1412,22794,Cloudy with a Chance of Meatballs,2009-09-17,"['Animation', 'Comedy', 'Family']",English,6.6,5294,29.248,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",90
1413,203474,Sinner: The Secret Diary of a Nymphomaniac,1973-06-21,['Drama'],French,5.0,22,32.503,"Linda comes to the big city in search of fun and excitement.  What she finds is exploitation and abuse at the hands of a succession of sleazy guys.  Searching for love, she enters into a lesbian relationship with a beautiful countess, discovers drugs and swingers' parties and starts acting in porno movies.  She also begins to write a secret diary... With a cast of some of the most stunning Euro actresses of the period, wall-to-wall sex and nudity, pot parties, porno shoots and a psychedelic soundtrack, this is a gem of 1970s exploitation cinema from Jess Franco.  Street scenes shot in Benidorm (Alicante, Spain) and Las Palmas (Gran Canaria, Spain).",87
1414,7220,The Punisher,2004-04-15,"['Action', 'Crime', 'Drama']",English,6.3,2464,41.846,"When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",124
1415,539,Psycho,1960-06-22,"['Horror', 'Drama', 'Thriller']",English,8.4,8936,32.891,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",109
1416,11351,Jeepers Creepers 2,2003-08-08,['Horror'],English,6.1,1401,44.84,"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive. Staring hungrily at them through the school bus windows, The Creeper returns again and again. But when the teammates discover that it’s selective about whom it attacks, it will test their ability to stick together – as the insatiable menace tries to tear them apart!",104
1417,307081,Southpaw,2015-03-24,"['Action', 'Drama']",English,7.4,5048,38.062,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",123
1418,455839,Time Trap,2017-05-19,"['Science Fiction', 'Adventure']",English,6.2,903,30.988,A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.,87
1419,384698,Noblesse: The Beginning of Destruction,2015-11-28,"['Animation', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Horror']",Korean,6.7,12,33.446,"820 years ago, Mujaka, the lord of werewolves finally visits Raizel after a long journey. But the werewolf Maduk interferes in a war of human plotting some scheme. Raizel and Mujaka fall into a hand of tragic destiny, fighting with each other desperately leaving their friendship behind.",36
1420,28178,Hachi: A Dog's Tale,2009-06-08,"['Drama', 'Family']",English,8.0,6081,30.974,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,93
1421,522518,A Dog's Journey,2019-05-03,"['Family', 'Adventure', 'Drama']",English,8.0,1302,58.981,A dog finds the meaning of his own existence through the lives of the humans he meets.,109
1422,14001,Dead Silence,2007-03-16,['Horror'],English,6.4,1993,34.821,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",89
1423,103,Taxi Driver,1976-02-09,"['Crime', 'Drama']",English,8.2,10597,42.318,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,114
1424,728366,Borrego,2022-01-14,"['Crime', 'Thriller']",English,5.8,70,33.456,"A young botanist relocates to a small desert town to study an invasive plant species. While out on research, she comes to the aid of a downed plane only to find herself taken captive by an inexperienced drug mule who forces her to lead a trek across the sweltering desert to his drop. A local sheriff is drawn into the hunt as his rebellious daughter sets out to find the missing botanist, all the while being pursued by a local drug receiver.",102
1425,64530,Chinese Erotic Ghost Story,1998-06-12,['Horror'],Cantonese,6.0,3,48.155,Chu is a lowly debt collector for the local strongman Wang. Problem is that Chu is too nice/honest/dopey to be very good at the grubby collections job. Chu is treated badly by his boss Wang. Eventually Wang catches one of his twin daughters in the act of seducing the hapless bumpkin Chu. Wang naturally blames Chu rather than the daughter. For punishment Wang sends Chu on an impossible quest to Satan's Temple to steal a statue of Judge Lu.,84
1426,228326,The Book of Life,2014-10-01,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,7.5,2363,32.569,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",95
1427,534338,An Interview with God,2018-08-20,"['Drama', 'Mystery']",English,7.1,226,42.567,An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime – with someone who claims to be God.,97
1428,760868,Black Crab,2022-03-18,"['Action', 'Thriller']",Swedish,6.3,669,35.351,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.",109
1429,127585,X-Men: Days of Future Past,2014-05-15,"['Action', 'Adventure', 'Science Fiction']",English,7.5,14115,38.859,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,132
1430,297761,Suicide Squad,2016-08-03,"['Action', 'Adventure', 'Fantasy']",English,5.9,19748,36.86,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",123
1431,486589,Red Shoes and the Seven Dwarfs,2019-07-25,"['Animation', 'Romance', 'Family', 'Comedy', 'Fantasy']",English,7.8,941,34.561,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.",92
1432,329865,Arrival,2016-11-10,"['Drama', 'Science Fiction', 'Mystery']",English,7.6,16121,41.003,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",116
1433,447665,Kickboxer: Retaliation,2018-01-26,"['Action', 'Drama']",English,5.4,255,25.303,"One year after the events of ""Kickboxer: Vengeance"", Kurt Sloan has vowed never to return to Thailand. However, while gearing up for a MMA title shot, he finds himself sedated and forced back into Thailand, this time in prison. He is there because the ones responsible want him to face a 6'8"" 400 lbs. beast named Mongkut and in return for the fight, Kurt will get two million dollars and his freedom back. Kurt at first refuses, in which a bounty is placed on his head as a way to force him to face Mongkut. Kurt soon learns he will have no other choice and will undergo his most rigorous training yet under some unexpected mentors in order to face Mongkut in hopes to regain his freedom.",110
1434,242,The Godfather Part III,1990-12-25,"['Crime', 'Drama', 'Thriller']",English,7.4,5424,38.542,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",170
1435,43347,Love & Other Drugs,2010-11-22,"['Drama', 'Comedy', 'Romance']",English,7.0,4546,33.288,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",112
1436,929170,Honor Society,2022-07-23,['Comedy'],English,7.8,272,35.999,"Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",97
1437,522478,Peter Rabbit 2: The Runaway,2021-03-25,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",English,7.2,666,37.306,"Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.",93
1438,605886,To Catch a Killer,2023-04-06,"['Action', 'Crime', 'Thriller', 'Mystery']",English,6.9,42,42.48,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,119
