,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,runtime
0,758323,The Pope's Exorcist,2023-04-05,"['Horror', 'Mystery', 'Thriller']",English,7.4,619,5089.969,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",103
1,640146,Ant-Man and the Wasp: Quantumania,2023-02-15,"['Action', 'Adventure', 'Science Fiction']",English,6.6,2294,4665.438,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",125
2,502356,The Super Mario Bros. Movie,2023-04-05,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy']",English,7.5,1861,3935.55,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",92
3,868759,Ghosted,2023-04-18,"['Action', 'Comedy', 'Romance']",English,7.2,652,2791.532,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie — but then makes the shocking discovery that she’s a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",120
4,594767,Shazam! Fury of the Gods,2023-03-15,"['Action', 'Comedy', 'Fantasy', 'Adventure']",English,6.8,1510,2702.593,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",130
5,76600,Avatar: The Way of Water,2022-12-14,"['Science Fiction', 'Adventure', 'Action']",English,7.7,7853,2280.912,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",192
6,447365,Guardians of the Galaxy Volume 3,2023-05-03,"['Science Fiction', 'Adventure', 'Action']",English,8.3,683,2520.308,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",150
7,934433,Scream VI,2023-03-08,"['Horror', 'Mystery', 'Thriller']",English,7.3,1029,1862.283,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",123
8,677179,Creed III,2023-03-01,"['Drama', 'Action']",English,7.3,1298,1894.044,"After dominating the boxing world, Adonis Creed has been thriving in both his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter who has nothing to lose.",116
9,493529,Dungeons & Dragons: Honor Among Thieves,2023-03-23,"['Adventure', 'Fantasy', 'Comedy']",English,7.5,964,1655.052,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",134
10,948713,The Last Kingdom: Seven Kings Must Die,2023-04-14,"['Action', 'Adventure', 'History', 'Drama', 'War']",English,7.3,317,1436.725,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",111
11,420808,Peter Pan & Wendy,2023-04-20,"['Family', 'Fantasy', 'Action', 'Adventure']",English,5.9,277,1358.468,"Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.",106
12,603692,John Wick: Chapter 4,2023-03-22,"['Action', 'Thriller', 'Crime']",English,7.9,1340,1170.178,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",170
13,713704,Evil Dead Rise,2023-04-12,['Horror'],English,7.0,399,1107.559,Two sisters find an ancient vinyl that gives birth to bloodthirsty demons that run amok in a Los Angeles apartment building and thrusts them into a primal battle for survival as they face the most nightmarish version of family imaginable.,96
14,804150,Cocaine Bear,2023-02-22,"['Thriller', 'Comedy', 'Crime']",English,6.4,976,801.263,"Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.",96
15,315162,Puss in Boots: The Last Wish,2022-12-07,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Drama']",English,8.3,5453,1025.915,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",103
16,638974,Murder Mystery 2,2023-03-28,"['Comedy', 'Crime']",English,6.6,978,995.199,"After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding.",91
17,1102776,AKA,2023-04-28,"['Thriller', 'Action', 'Crime']",French,7.0,150,1383.661,A steely special ops agent finds his morality put to the test when he infiltrates a crime syndicate and unexpectedly bonds with the boss' young son.,122
18,946310,Pirates Down the Street II: The Ninjas from Across,2022-04-20,"['Family', 'Action', 'Adventure']",Dutch,7.0,52,734.011,"The pirates feel right at home in Sandborough, but the atmosphere cools right down when the ninjas come to live in the street. After all, pirates and ninjas are sworn enemies!  While pirate captain Hector Blunderbuss struggles to get rid of his new neighbours, son Billy and ninja daughter Yuka become friends. The pirates challenge the ninjas to the ultimate battle at the village's annual hexathlon. Who will win the match? Ninjas are faster and more agile of course, but pirates are the best cheats in all of the seven seas...",89
19,1008005,The Communion Girl,2023-02-10,['Horror'],Spanish,6.2,85,676.862,"Spain, late 1980s. Newcomer Sara tries to fit in with the other teens in this tight-knit small town in the province of Tarragona. If only she were more like her extroverted best friend, Rebe. They go out one night at a nightclub, on the way home, they come upon a little girl holding a doll, dressed for her first communion. And that's when the nightmare begins.",103
20,700391,65,2023-03-02,"['Science Fiction', 'Adventure', 'Thriller']",English,6.3,958,717.792,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth must fend off dinosaurs and reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",93
21,1048300,Adrenaline,2022-12-15,['Action'],English,5.9,39,717.878,A female FBI agent holidaying in Eastern Europe with her family gets her life upside down when her daughter is kidnapped. She has to team up with a criminal on the run to save her daughter before time runs out.,75
22,997776,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",2023-04-25,"['Animation', 'Action', 'Fantasy']",English,8.0,44,616.014,"Superman, Batman, Wonder Woman, Flash, Cyborg, Green Lantern and Vixen are transported to the strange world of Remnant and find themselves turned into teenagers. Meanwhile, Remnant heroes Ruby, Weiss, Blake and Yang must combine forces with the Justice League to uncover why their planet has been mysteriously altered before a superpowered Grimm destroys everything.",83
23,505642,Black Panther: Wakanda Forever,2022-11-09,"['Action', 'Adventure', 'Science Fiction']",English,7.3,4741,620.645,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",162
24,816904,Mummies,2023-01-05,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",Spanish,7.2,257,544.413,"Through a series of unfortunate events, three mummies end up in present-day London and embark on a wacky and hilarious journey in search of an old ring belonging to the Royal Family, stolen by ambitious archaeologist Lord Carnaby.",88
25,849869,Kill Boksoon,2023-02-17,"['Action', 'Crime', 'Thriller']",Korean,6.9,221,592.13,"At work, she's a renowned assassin. At home, she's a single mom to a teenage daughter. Killing? That's easy. It's parenting that's the hard part.",137
26,994128,The Elderly,2023-04-21,"['Horror', 'Thriller', 'Fantasy']",Spanish,5.8,6,521.201,"An octogenarian named Manuel falls into a state of dementia after the sudden suicide of his wife, sparking a series of paranormal events that will put his family’s lives at risk.",95
27,1105014,Ripper's Revenge,2023-04-03,['Horror'],English,4.9,10,523.118,"One year on from the notorious Ripper murders, London is terrorised once again by a series of brutal killings. When gruesome letters from the Ripper begin landing on his desk, an innocent reporter finds himself drawn into a deadly mystery, threatening the lives of everyone around him.",85
28,980078,Winnie the Pooh: Blood and Honey,2023-01-27,"['Horror', 'Thriller']",English,5.7,562,492.522,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",84
29,1033219,Attack on Titan,2022-09-30,"['Action', 'Science Fiction']",English,6.0,125,525.41,"As viable water is depleted on Earth, a mission is sent to Saturn's moon Titan to retrieve sustainable H2O reserves from its alien inhabitants. But just as the humans acquire the precious resource, they are attacked by Titan rebels, who don't trust that the Earthlings will leave in peace.",93
30,736790,Chupa,2023-04-07,"['Adventure', 'Fantasy', 'Family']",English,6.5,209,514.547,"While visiting family in Mexico, a lonely boy befriends a mythical creature hiding on his grandfather's ranch and embarks on the adventure of a lifetime.",98
31,842945,Supercell,2023-03-17,['Action'],English,6.3,142,510.509,"Good-hearted teenager William always lived in hope of following in his late father’s footsteps and becoming a storm chaser. His father’s legacy has now been turned into a storm-chasing tourist business, managed by the greedy and reckless Zane Rogers, who is now using William as the main attraction to lead a group of unsuspecting adventurers deep into the eye of the most dangerous supercell ever seen.",100
32,436270,Black Adam,2022-10-19,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",English,7.1,4848,538.447,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",124
33,536554,M3GAN,2022-12-28,"['Science Fiction', 'Horror', 'Comedy']",English,7.4,2543,471.872,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",102
34,296271,The Devil Conspiracy,2023-01-13,"['Horror', 'Fantasy', 'Science Fiction', 'Thriller']",English,6.2,145,438.805,"The hottest biotech company in the world has discovered they can clone history’s most influential people from the dead. Now, they are auctioning clones of Michelangelo, Galileo, Vivaldi, and others for tens of millions of dollars to the world’s ultra-rich. But when they steal the Shroud of Turin and clone the DNA of Jesus Christ, all hell breaks loose.",111
35,1104040,Gangs of Lagos,2023-04-07,['Crime'],English,6.1,35,462.815,"A group of friends who each have to navigate their own destiny, growing up on the bustling streets and neighborhood of Isale Eko, Lagos.",124
36,283995,Guardians of the Galaxy Vol. 2,2017-04-19,"['Adventure', 'Action', 'Science Fiction']",English,7.6,19599,492.95,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,137
37,1084225,The Park,2023-03-02,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",English,6.0,41,433.291,"A dystopian coming-of-age movie focused on three kids who find themselves in an abandoned amusement park, aiming to unite whoever remains. With dangers lurking around every corner, they will do whatever it takes to survive their hellish Neverland.",80
38,869626,Marcel the Shell with Shoes On,2022-06-24,"['Animation', 'Comedy', 'Family', 'Drama', 'Adventure']",English,7.8,258,394.349,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",90
39,1023313,The Exorcist,2022-11-02,['Horror'],Spanish,5.8,76,390.589,"Ophelia, a young nun recently arriving in the town of San Ramon, is forced to perform an exorcism on a pregnant woman in danger of dying. Just when she thinks her possession has ended, she discovers that the evil presence hasn't disappeared yet. The director of the award-winning Here Comes the Devil and Late Phases adds a new twist to possession movies in one of this year's Latin American horror surprises.",101
40,455476,Knights of the Zodiac,2023-04-27,"['Fantasy', 'Action', 'Adventure']",English,6.5,28,418.889,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",112
41,631842,Knock at the Cabin,2023-02-01,['Horror'],English,6.4,1401,433.827,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",100
42,876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022-11-25,"['Animation', 'Fantasy', 'Adventure']",Japanese,7.7,181,435.931,"A long-running conspiracy is swirling over a mysterious power wielded by the Queen in Raja, a small country west of Tempest. When a slime who evolved into a Demon Lord named Rimuru Tempest crosses paths with Hiiro, a survivor of the Ogre race, an incredible adventure packed with new characters begins. The power of bonds will be put to the test!",108
43,646389,Plane,2023-01-12,"['Action', 'Adventure', 'Thriller']",English,6.9,1173,385.818,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",107
44,983768,Black Warrant,2023-01-09,"['Action', 'Thriller']",English,5.5,25,384.622,A semi-retired special ops assassin and a DEA agent cross paths on separate missions to stop a cyber terrorist organization that has built a dangerous machine threatening to attack the power grid and bring catastrophe to the world.,94
45,943822,Prizefighter: The Life of Jem Belcher,2022-06-30,"['Drama', 'History']",English,6.2,122,365.065,"At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.",107
46,758009,Shotgun Wedding,2022-12-28,"['Action', 'Comedy', 'Romance']",English,6.3,798,366.566,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning in this hilarious, adrenaline-fueled adventure as Darcy and Tom must save their loved ones—if they don’t kill each other first.",101
47,840326,Sisu,2023-01-27,"['War', 'Action']",Finnish,7.1,36,455.546,"Deep in the wilderness of Lapland, Aatami Korpi is searching for gold but after he stumbles upon Nazi patrol, a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.",91
48,676710,The Amazing Maurice,2022-12-16,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,7.0,73,322.861,"Maurice is a streetwise ginger cat who comes up with a money-making scam by befriending a group of self-taught talking rats. When Maurice and the rodents meet a bookworm called Malicia, their little con soon goes down the drain.",93
49,985939,Fall,2022-08-11,['Thriller'],English,7.3,2811,317.741,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",107
50,984105,The Mummy Resurrection,2023-01-02,['Horror'],English,5.6,10,299.384,"When an infamous ""cursed"" Egyptian sarcophagus falls into the hands of unscrupulous huckster Everett Randolph, he becomes obsessed with resurrecting the mummified princess held within it.",85
51,676841,Unhappily Ever After,2023-01-26,"['Comedy', 'Romance']",Spanish,7.0,129,284.33,"María José and Alfredo are about to celebrate their 20th anniversary and their children give them a trip to the hotel where they celebrated their honeymoon, but a spell will make them repeat the same day.",90
52,649609,Renfield,2023-04-07,"['Horror', 'Comedy', 'Fantasy']",English,7.2,285,325.777,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",93
53,616037,Thor: Love and Thunder,2022-07-06,"['Fantasy', 'Action', 'Comedy']",English,6.6,5898,297.321,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",119
54,820067,The Quintessential Quintuplets Movie,2022-05-20,"['Animation', 'Comedy', 'Romance']",Japanese,8.6,235,287.143,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",136
55,884184,Consecration,2023-02-09,"['Horror', 'Thriller']",English,6.6,36,241.268,"After the alleged suicide of her priest brother, Grace travels to the remote Scottish convent where he fell to his death. Distrusting the Church's account, she uncovers murder, sacrilege and a disturbing truth about herself.",90
56,676547,Prey for the Devil,2022-10-23,"['Horror', 'Thriller']",English,7.1,643,251.378,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",93
57,989473,Invitation to a Murder,2023-05-05,"['Mystery', 'Thriller']",English,6.0,16,278.748,"1934. South of England. For no apparent reason and like five other unrelated people, Miranda, a 28-year-old florist, is invited for the weekend in the mansion of billionaire Lewis Findley",93
58,1011679,Shark Side of the Moon,2022-08-12,"['Action', 'Science Fiction', 'Thriller', 'Horror']",English,5.3,118,285.449,"Decades ago, the USSR developed unkillable sharks and launched them to the moon. Today, a team of American astronauts will endure the fight of their lives.",88
59,1003579,Batman: The Doom That Came to Gotham,2023-03-10,"['Animation', 'Fantasy', 'Horror', 'Action', 'Mystery']",English,6.6,81,264.781,"Explorer Bruce Wayne accidentally unleashes an ancient evil, and returns to Gotham after being away for two decades. There, Batman battles Lovecraftian supernatural forces and encounters allies and enemies such as Green Arrow, Ra's al Ghul, Mr. Freeze, Killer Croc, Two-Face and James Gordon.",86
60,874743,To Every You I've Loved Before,2022-10-07,"['Animation', 'Romance', 'Science Fiction']",Japanese,6.4,7,242.183,"While struggling to make friends after his parents’ divorce, Koyomi Takasaki meets Kazune Takigawa, but apparently, they already have. Kazune reveals that she’s from World Line 85, an alternate universe in which she and Koyomi are lovers. But in a reality where moving between dimensions is natural, could Koyomi be the one from another world?",102
61,874745,"To Me, the One Who Loved You",2022-10-07,"['Animation', 'Romance', 'Science Fiction']",Japanese,6.0,9,247.831,"Koyomi Hidaka and Shiori Sato meet at his father’s research center and begin to fall in love, but so do their parents, who eventually marry. To avoid becoming stepsiblings, they decide to run away to a parallel universe. Traveling between dimensions is common in their world, but not without repercussions. Does a universe exist for the young couple, and what will it cost them to find it?",98
62,361743,Top Gun: Maverick,2022-05-24,"['Action', 'Drama']",English,8.3,6759,277.473,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",131
63,766507,Prey,2022-08-02,"['Thriller', 'Action', 'Science Fiction']",English,7.8,5444,267.138,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",100
64,1076605,Cazadora,2023-01-19,['Thriller'],Spanish,6.2,18,264.587,"In a dystopian future, a mother and her teenage son go hunting in the mountains and encounter a stranger who threatens to upend their relationship.",72
65,966220,Sniper: The White Raven,2022-05-03,"['War', 'Action', 'Drama']",Ukrainian,7.5,371,257.922,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.",120
66,634649,Spider-Man: No Way Home,2021-12-15,"['Action', 'Adventure', 'Science Fiction']",English,8.0,17295,262.366,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",148
67,736526,Troll,2022-12-01,"['Fantasy', 'Action', 'Adventure', 'Thriller']",Norwegian,6.7,1373,261.895,"Deep inside the mountain of Dovre, something gigantic awakens after being trapped for a thousand years. Destroying everything in its path, the creature is fast approaching the capital of Norway. But how do you stop something you thought only existed in Norwegian folklore?",104
68,1073413,Phenomena,2023-04-14,"['Comedy', 'Horror', 'Thriller']",Spanish,5.9,74,243.545,"Madrid, Spain, 1998. The many resources and skills of Gloria, Paz and Sagrario, three middle-aged women investigating paranormal events, are put to the test when their leader, Father Pilón, has an unpleasant encounter.",96
69,1104191,Solo Somos Carne,2022-10-13,['Horror'],Spanish,7.2,6,224.845,"A regular day for Bans and Uzu, little did they know a series of events would bring them face to face with an alternate reality and their chance to confront Dixon, a disturbed psychopath with blood on his hands and demons in his mind.",0
70,843794,JUNG_E,2023-01-20,['Science Fiction'],Korean,6.3,447,239.053,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",98
71,1026563,13 Exorcisms,2022-11-04,"['Drama', 'Horror']",Spanish,5.6,66,225.617,"After participating in a séance, young Laura begins to behave strangely. Alarmed, her parents ask Father Olmedo, one of the few exorcists authorized by the Vatican to intervene in cases of demonic possession, for help.",104
72,675353,Sonic the Hedgehog 2,2022-04-08,"['Action', 'Adventure', 'Family', 'Comedy']",English,7.6,3894,233.707,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",122
73,947704,Yuku et la fleur de l’Himalaya,2022-10-19,"['Animation', 'Family', 'Adventure']",Estonian,2.0,2,197.218,"Yuku is a young mouse who lives with her family in the cellar of a castle. Her grandmother passes on the family values by telling her timeless folk tales. Injured in a tussle with a cat, the old mouse is bedridden and she tells her children that she will have to leave them to follow the little blind mole into the Earth’s tunnels. In one of her grandmother’s storybooks, Yuku learns that the flower of the Himalayas can bring her eternal light. She leaves on a journey of discovery to find the flower.",65
74,1003580,Legion of Super-Heroes,2023-02-07,"['Animation', 'Action', 'Science Fiction']",English,6.3,85,232.521,"Kara, devastated by the loss of Krypton, struggles to adjust to her new life on Earth. Her cousin, Superman, mentors her and suggests she leave their space-time to attend the Legion Academy in the 31st century, where she makes new friends and a new enemy: Brainiac 5. Meanwhile, she must contend with a mysterious group called the Dark Circle as it searches for a powerful weapon held in the Academy’s vault.",84
75,776835,The Magician's Elephant,2023-03-10,"['Animation', 'Adventure', 'Family', 'Fantasy']",English,7.1,116,217.567,"Peter is searching for his long-lost sister when he crosses paths with a fortune teller in the market square. His one one question is: is his sister still alive? The answer, that he must find a mysterious elephant and the magician who will conjure it, sets Peter off on a journey to complete three seemingly impossible tasks that will change the face of his town forever.",99
76,820232,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,2019-03-29,"['Action', 'Animation', 'Fantasy']",Japanese,8.0,87,261.859,"Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.",105
77,1072074,Disquiet,2023-02-10,"['Thriller', 'Horror', 'Mystery']",English,7.0,25,230.226,"After a near-fatal car accident, Sam wakes to discover he is trapped in an abandoned hospital by mysterious and sinister forces that have no intention of letting him leave…",85
78,663712,Terrifier 2,2022-10-06,['Horror'],English,6.9,1171,223.727,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",138
79,1085103,Clock,2023-03-28,"['Horror', 'Mystery', 'Thriller']",English,6.1,55,411.923,"On the eve of her 38th birthday, a woman desperately attempts to fix her broken biological clock.",92
80,458156,John Wick: Chapter 3 - Parabellum,2019-05-15,"['Action', 'Thriller', 'Crime']",English,7.4,9165,226.51,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",131
81,118340,Guardians of the Galaxy,2014-07-30,"['Action', 'Science Fiction', 'Adventure']",English,7.9,25861,255.418,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",121
82,988165,H.P. Lovecraft's Witch House,2022-06-29,['Horror'],English,5.8,12,215.135,"Determined to prove the possibility of alternate dimensions, a graduate student unknowingly unlocks a gateway to unimaginable horror. Based on the H.P. Lovecraft's short story The Dreams in the Witch House.",82
83,507086,Jurassic World Dominion,2022-06-01,"['Adventure', 'Action', 'Science Fiction']",English,6.9,4778,237.086,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",147
84,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Thriller']",Japanese,8.3,3080,256.503,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",117
85,1077280,Die Hart,2023-02-22,"['Action', 'Comedy', 'Thriller']",English,6.1,278,221.084,"Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off.",85
86,774752,The Guardians of the Galaxy Holiday Special,2022-11-25,"['Comedy', 'Science Fiction', 'Adventure']",English,7.3,1312,232.205,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",45
87,32516,The Forbidden Legend: Sex & Chopsticks 2,2009-03-04,"['Comedy', 'Drama', 'Romance']",Cantonese,6.2,74,255.11,"Rich and powerful Simon Qing has been schooled in the ways of sex by his virile father, but is still a virgin. That is, until he meets his first love Violetta who has fun with him all over his father’s estate. Their love does not last, so Simon embarks on a journey. Along the way he meets the comely nun Moon whom Simon deflowers and then marries. He then becomes enamored of Golden Lotus but she is married to dwarf Wu Da-Lang.",93
88,882598,Smile,2022-09-23,"['Horror', 'Mystery', 'Thriller']",English,6.8,1982,204.835,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",115
89,646385,Scream,2022-01-12,"['Horror', 'Mystery', 'Thriller']",English,6.7,2388,204.722,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",114
90,668482,Roald Dahl's Matilda the Musical,2022-11-25,"['Family', 'Comedy', 'Fantasy']",English,6.8,563,208.067,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",117
91,1041513,Encanto at the Hollywood Bowl,2022-12-28,['Music'],English,7.1,133,199.279,"A taped performance of the Encanto Live-to-Film Concert Experience at the Hollywood Bowl. The original cast puts on a miracle of a concert as they sing the favorite songs, accompanied by a full orchestra and 50 person ensemble, and the Hollywood Bowl transforms into Casita!",45
